INSTNM,CITY,STABBR,REGION,LOCALE,RELAFFIL,ADM_RATE,UGDS,ACTCM25,ACTCM75,SATVR25,SATVR75,SATMT25,SATMT75,MENONLY,WOMENONLY,HBCU,ANNHI,TRIBAL,AANAPII,HSI,NANTI,CCSIZSET,NPT4_PUB,NPT4_PRIV,C150_4,C150_L4,,
Arkansas State University Three Rivers,Malvern,AR,5,31,NULL,NULL,460,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6704,NULL,NULL,0.3,,
Ozarka College,Melbourne,AR,5,43,NULL,NULL,722,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,5694,NULL,NULL,0.5692,,
University of the Ozarks,Clarksville,AR,5,33,66,0.559,831,18,23,470,610,480,620,0,0,0,0,0,0,0,0,8,NULL,14323,0.4737,NULL,,
University of Arkansas Community College-Morrilton,Morrilton,AR,5,32,NULL,1,1631,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,7410,NULL,NULL,0.371,,
Philander Smith College,Little Rock,AR,5,12,71,NULL,796,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,8,NULL,14046,0.3364,NULL,,
Phillips Community College of the University of Arkansas,Helena,AR,5,41,NULL,NULL,593,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,4704,NULL,NULL,0.4052,,
Southeast Arkansas College,Pine Bluff,AR,5,13,NULL,NULL,921,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,2,7142,NULL,NULL,0.1919,,
Professional Cosmetology Education Center,El Dorado,AR,5,33,NULL,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,5845,NULL,0.5556,,
University of Arkansas-Pulaski Technical College,North Little Rock,AR,5,13,NULL,NULL,4311,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,12788,NULL,NULL,0.2415,,
University of Arkansas Hope-Texarkana,Hope,AR,5,32,NULL,NULL,834,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6613,NULL,NULL,0.3774,,
University of Arkansas Community College Rich Mountain,Mena,AR,5,33,NULL,NULL,558,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,5751,NULL,NULL,0.5161,,
Paul Mitchell the School-Arkansas,Fayetteville,AR,5,13,NULL,NULL,101,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,16795,NULL,0.7813,,
Searcy Beauty College,Searcy,AR,5,32,NULL,NULL,79,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,12323,NULL,0.3824,,
Shorter College,N Little Rock,AR,5,13,51,NULL,223,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,1,NULL,15709,NULL,0.42,,
Williams Baptist University,Walnut Ridge,AR,5,42,75,0.693,580,18,24,480,690,480,640,0,0,0,0,0,0,0,0,8,NULL,16548,0.378,NULL,,
South Arkansas Community College,El Dorado,AR,5,33,NULL,NULL,1004,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,7293,NULL,NULL,0.2069,,
Southern Arkansas University Main Campus,Magnolia,AR,5,33,NULL,0.6853,3121,19,25,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,14,15321,NULL,0.4261,NULL,,
Southern Arkansas University Tech,Camden,AR,5,42,NULL,NULL,721,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,8042,NULL,NULL,0.4107,,
Velvatex College of Beauty Culture,Little Rock,AR,5,12,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,8165,NULL,0.8571,,
University of Arkansas-Fort Smith,Fort Smith,AR,5,13,NULL,NULL,4615,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,9062,NULL,0.3108,NULL,,
Academy of Art University,San Francisco,CA,8,11,NULL,NULL,6024,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,NULL,36143,0.4688,NULL,,
Academy of Chinese Culture and Health Sciences,Oakland,CA,8,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
College of Alameda,Alameda,CA,8,21,NULL,NULL,3768,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,3,10342,NULL,NULL,0.2576,,
Allan Hancock College,Santa Maria,CA,8,12,NULL,NULL,7848,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,3814,NULL,NULL,0.3359,,
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,8,11,NULL,0.8939,106,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,40050,NULL,0.7168,,
Berkeley School of Theology,Berkeley,CA,8,12,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
American Film Institute Conservatory,Los Angeles,CA,8,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
American Beauty College,West Covina,CA,8,21,NULL,NULL,114,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,13331,NULL,0.6667,,
American Career College-Los Angeles,Los Angeles,CA,8,11,NULL,NULL,1751,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,NULL,19440,NULL,0.7226,,
American Conservatory Theater,San Francisco,CA,8,11,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
American River College,Sacramento,CA,8,21,NULL,NULL,22433,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,5,5561,NULL,NULL,0.3063,,
Antelope Valley Community College District,Lancaster,CA,8,21,NULL,NULL,10716,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,9277,NULL,0.2732,NULL,,
Art Center College of Design,Pasadena,CA,8,12,NULL,0.7609,1907,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,46054,0.7143,NULL,,
Associated Technical College-Los Angeles,Los Angeles,CA,8,11,NULL,NULL,92,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,22002,NULL,0.5731,,
Associated Technical College-San Diego,San Diego,CA,8,11,NULL,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,21802,NULL,0.7228,,
Azusa Pacific University,Azusa,CA,8,21,88,0.936,4498,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,14,NULL,30744,0.6622,NULL,,
Bakersfield College,Bakersfield,CA,8,11,NULL,NULL,18571,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,15,5495,NULL,0.2127,NULL,,
Barstow Community College,Barstow,CA,8,32,NULL,NULL,2201,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,2,8815,NULL,NULL,0.3502,,
Bellus Academy-Chula Vista,Chula Vista,CA,8,11,NULL,NULL,334,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,21855,NULL,0.5172,,
Bethesda University,Anaheim,CA,8,11,99,NULL,285,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,17519,0.24,NULL,,
Biola University,La Mirada,CA,8,21,88,0.6438,3683,22,29,540,650,530,640,0,0,0,0,0,1,0,0,14,NULL,33269,0.714,NULL,,
Brownson Technical School,Anaheim,CA,8,11,NULL,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,29963,NULL,0.8698,,
Bryan University,Tempe,AZ,6,12,NULL,NULL,1350,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,15604,0.2516,NULL,,
Butte College,Oroville,CA,8,42,NULL,NULL,8843,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,6315,NULL,NULL,0.2263,,
California Institute of Integral Studies,San Francisco,CA,8,11,NULL,NULL,98,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,NULL,NULL,NULL,,
Cabrillo College,Aptos,CA,8,22,NULL,NULL,8667,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,11130,NULL,NULL,0.3002,,
California Baptist University,Riverside,CA,8,11,75,0.8018,8093,18,25,480,580,480,570,0,0,0,0,0,0,1,0,13,NULL,26719,0.6195,NULL,,
California College of the Arts,San Francisco,CA,8,11,NULL,0.8545,1225,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,10,NULL,33122,0.6703,NULL,,
University of California-Hastings College of Law,San Francisco,CA,8,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
California Institute of Technology,Pasadena,CA,8,12,NULL,0.0669,901,35,36,740,780,790,800,0,0,0,0,0,0,0,0,11,NULL,26542,0.9156,NULL,,
California Lutheran University,Thousand Oaks,CA,8,12,39,0.7439,2800,20,27,540,620,530,620,0,0,0,0,0,0,1,0,13,NULL,27410,0.7086,NULL,,
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,8,23,NULL,0.3843,21451,26,32,610,690,610,720,0,0,0,0,0,1,0,0,16,20677,NULL,0.8309,NULL,,
Alliant International University-San Diego,San Diego,CA,8,11,NULL,0.381,226,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,NULL,0.2,NULL,,
California State University-Bakersfield,Bakersfield,CA,8,11,NULL,0.7838,9955,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,7454,NULL,0.4629,NULL,,
California State University-Stanislaus,Turlock,CA,8,23,NULL,0.8932,9855,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,6566,NULL,0.5726,NULL,,
California State University-San Bernardino,San Bernardino,CA,8,12,NULL,0.7812,17037,15,20,460,540,450,540,0,0,0,0,0,0,1,0,15,8107,NULL,0.5874,NULL,,
California State Polytechnic University-Pomona,Pomona,CA,8,21,NULL,0.6481,27862,19,27,500,610,510,640,0,0,0,0,0,1,1,0,15,14304,NULL,0.674,NULL,,
California State University-Chico,Chico,CA,8,12,NULL,0.9017,15689,18,24,490,590,480,580,0,0,0,0,0,0,1,0,15,16218,NULL,0.6515,NULL,,
California State University-Dominguez Hills,Carson,CA,8,13,NULL,0.812,16013,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,15,4026,NULL,0.4751,NULL,,
California State University-Fresno,Fresno,CA,8,11,NULL,0.9011,22334,16,21,450,560,440,540,0,0,0,0,0,1,1,0,15,6230,NULL,0.5754,NULL,,
California State University-Fullerton,Fullerton,CA,8,21,NULL,0.6762,36874,18,23,500,590,500,590,0,0,0,0,0,1,1,0,15,8003,NULL,0.6868,NULL,,
California State University-East Bay,Hayward,CA,8,21,NULL,0.7328,13041,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,15,13298,NULL,0.4675,NULL,,
California State University-Long Beach,Long Beach,CA,8,11,NULL,0.4212,34188,20,26,510,620,510,620,0,0,0,0,0,1,1,0,15,10054,NULL,0.7333,NULL,,
California State University-Los Angeles,Los Angeles,CA,8,11,NULL,0.7648,22820,15,20,440,530,430,530,0,0,0,0,0,1,1,0,15,3302,NULL,0.524,NULL,,
California State University-Northridge,Northridge,CA,8,11,NULL,0.6581,34881,16,22,460,560,440,550,0,0,0,0,0,0,1,0,15,8523,NULL,0.5462,NULL,,
California State University-Sacramento,Sacramento,CA,8,11,NULL,0.8309,29228,17,23,470,570,460,560,0,0,0,0,0,1,1,0,15,11178,NULL,0.5358,NULL,,
University of California-Berkeley,Berkeley,CA,8,12,NULL,0.1748,30796,30,35,650,740,660,790,0,0,0,0,0,0,0,0,16,16032,NULL,0.9234,NULL,,
University of California-Davis,Davis,CA,8,23,NULL,0.4635,31142,25,33,570,670,590,730,0,0,0,0,0,1,0,0,15,15768,NULL,0.8625,NULL,,
University of California-Irvine,Irvine,CA,8,11,NULL,0.2992,29627,26,33,600,680,630,750,0,0,0,0,0,1,1,0,16,12209,NULL,0.8498,NULL,,
University of California-Los Angeles,Los Angeles,CA,8,11,NULL,0.1433,31636,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,17,15023,NULL,0.9129,NULL,,
University of California-Riverside,Riverside,CA,8,11,NULL,0.6578,22609,22,31,540,630,540,650,0,0,0,0,0,1,1,0,16,11822,NULL,0.7729,NULL,,
University of California-San Diego,La Jolla,CA,8,11,NULL,0.3661,31827,28,34,620,710,650,770,0,0,0,0,0,1,0,0,16,15240,NULL,0.8712,NULL,,
University of California-San Francisco,San Francisco,CA,8,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
University of California-Santa Barbara,Santa Barbara,CA,8,22,NULL,0.367,23166,28,34,620,710,610,750,0,0,0,0,0,1,1,0,16,16252,NULL,0.8398,NULL,,
University of California-Santa Cruz,Santa Cruz,CA,8,13,NULL,0.6473,17207,25,33,580,670,580,690,0,0,0,0,0,1,1,0,17,17930,NULL,0.7555,NULL,,
Sofia University,Palo Alto,CA,8,13,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
California Beauty School,Modesto,CA,8,12,NULL,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,12166,NULL,0.9032,,
California Christian College,Fresno,CA,8,11,41,1,13,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,6560,NULL,NULL,,
Haven University,Garden Grove,CA,8,21,108,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,NULL,,
California Hair Design Academy,La Mesa,CA,8,21,NULL,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,30135,NULL,0.493,,
California Institute of the Arts,Valencia,CA,8,21,NULL,0.2742,762,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,10,NULL,56876,0.6649,NULL,,
California State University Maritime Academy,Vallejo,CA,8,12,NULL,0.8249,907,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,11,21743,NULL,0.6068,NULL,,
California Western School of Law,San Diego,CA,8,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Canada College,Redwood City,CA,8,21,NULL,NULL,4279,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,3,2390,NULL,NULL,0.3438,,
College of the Canyons,Santa Clarita,CA,8,21,NULL,NULL,18391,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,5,5094,NULL,NULL,0.4213,,
Career Academy of Beauty,Garden Grove,CA,8,21,NULL,NULL,179,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,14371,NULL,0.8033,,
Casa Loma College-Van Nuys,Van Nuys,CA,8,11,NULL,NULL,164,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,1,NULL,21725,0.3659,NULL,,
CET-San Diego,San Diego,CA,8,11,NULL,NULL,197,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,22231,NULL,0.5597,,
CET-San Jose,San Jose,CA,8,11,NULL,NULL,171,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,15686,NULL,0.7365,,
CET-El Centro,El Centro,CA,8,13,NULL,NULL,144,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,9324,NULL,0.9194,,
CET-Colton,Colton,CA,8,21,NULL,NULL,135,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,16180,NULL,0.7119,,
CET-Watsonville,Watsonville,CA,8,13,NULL,NULL,116,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,5868,NULL,0.8529,,
CET-Salinas,Salinas,CA,8,12,NULL,NULL,163,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,6961,NULL,0.7692,,
Cerritos College,Norwalk,CA,8,21,NULL,NULL,19574,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,5,2310,NULL,NULL,0.2969,,
Cerro Coso Community College,Ridgecrest,CA,8,41,NULL,NULL,4019,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,10364,NULL,NULL,0.2892,,
Chabot College,Hayward,CA,8,21,NULL,NULL,11023,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,4,5146,NULL,NULL,0.3439,,
Chaffey College,Rancho Cucamonga,CA,8,21,NULL,NULL,16568,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,5,10964,NULL,NULL,0.2819,,
Chapman University,Orange,CA,8,12,61,0.5826,7231,25,30,590,670,580,680,0,0,0,0,0,0,0,0,13,NULL,44198,0.8001,NULL,,
Charles R Drew University of Medicine and Science,Los Angeles,CA,8,21,NULL,0.25,239,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,25621,0,NULL,,
Concordia University-Irvine,Irvine,CA,8,11,68,0.7818,1703,20,26,510,610,510,600,0,0,0,0,0,1,1,0,14,NULL,27201,0.5909,NULL,,
San Diego Christian College,Santee,CA,8,21,88,0.4967,449,18,24,450,550,450,548,0,0,0,0,0,0,1,0,7,NULL,32024,0.55,NULL,,
Church Divinity School of the Pacific,Berkeley,CA,8,12,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Citrus College,Glendora,CA,8,21,NULL,NULL,9953,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,4579,NULL,NULL,0.4072,,
Citrus Heights Beauty College,Citrus Heights,CA,8,21,NULL,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,16378,NULL,0.8947,,
City College of San Francisco,San Francisco,CA,8,11,NULL,NULL,17910,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,5,6382,NULL,NULL,0.3679,,
Claremont Graduate University,Claremont,CA,8,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Claremont McKenna College,Claremont,CA,8,21,NULL,0.1334,1262,31,34,660,730,670,770,0,0,0,0,0,0,0,0,11,NULL,21993,0.9228,NULL,,
Milan Institute-Visalia,Visalia,CA,8,12,NULL,NULL,383,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,20193,NULL,0.701,,
Clovis Adult Education,Clovis,CA,8,21,NULL,NULL,507,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,16167,NULL,NULL,0.7545,,
Coastline Community College,Fountain Valley,CA,8,13,NULL,NULL,7677,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,3,9206,NULL,NULL,0.3117,,
University of Silicon Valley,San Jose,CA,8,11,NULL,0.4194,510,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,7,NULL,25714,0.4571,NULL,,
Coba Academy,Anaheim,CA,8,11,NULL,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,16302,NULL,0.678,,
Western University of Health Sciences,Pomona,CA,8,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Columbia College,Sonora,CA,8,41,NULL,NULL,1840,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,7921,NULL,NULL,0.3554,,
Columbia College Hollywood,Tarzana,CA,8,11,NULL,NULL,760,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,32909,0.5824,NULL,,
Compton College,Compton,CA,8,21,NULL,NULL,3180,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,10926,NULL,NULL,0.1769,,
Contra Costa College,San Pablo,CA,8,21,NULL,NULL,5036,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,6683,NULL,NULL,0.2125,,
Cosumnes River College,Sacramento,CA,8,11,NULL,NULL,13354,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,4,4188,NULL,NULL,0.2832,,
Crafton Hills College,Yucaipa,CA,8,41,NULL,NULL,5274,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,17587,NULL,NULL,0.3159,,
Cuesta College,San Luis Obispo,CA,8,23,NULL,NULL,8005,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,11063,NULL,NULL,0.3821,,
Cuyamaca College,El Cajon,CA,8,21,NULL,NULL,7398,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,5256,NULL,NULL,0.3103,,
Cypress College,Cypress,CA,8,21,NULL,NULL,13906,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,12,6152,NULL,0.304,NULL,,
De Anza College,Cupertino,CA,8,13,NULL,NULL,16476,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,5,5394,NULL,NULL,0.6508,,
International School of Beauty Inc,Palm Desert,CA,8,13,NULL,NULL,164,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,10111,NULL,0.8023,,
Dell'Arte International School of Physical Theatre,Blue Lake,CA,8,41,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,22059,NULL,NULL,,
College of the Desert,Palm Desert,CA,8,13,NULL,NULL,9670,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,4,12571,NULL,NULL,0.2555,,
Design Institute of San Diego,San Diego,CA,8,11,NULL,1,124,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,40842,0.3333,NULL,,
Diablo Valley College,Pleasant Hill,CA,8,21,NULL,NULL,16632,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,5,6678,NULL,NULL,0.4785,,
Dominican University of California,San Rafael,CA,8,13,NULL,0.8574,1374,21,26,540,620,530,630,0,0,0,0,0,1,1,0,10,NULL,33963,0.7433,NULL,,
Dominican School of Philosophy & Theology,Berkeley,CA,8,12,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
East Los Angeles College,Monterey Park,CA,8,21,NULL,NULL,29275,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,5,11028,NULL,NULL,0.3274,,
El Camino Community College District,Torrance,CA,8,21,NULL,NULL,17979,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,5,11095,NULL,NULL,0.3663,,
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,8,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Empire College,Santa Rosa,CA,8,12,NULL,NULL,166,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,22453,0.5906,NULL,,
Evergreen Valley College,San Jose,CA,8,11,NULL,NULL,7593,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,4,10708,NULL,NULL,0.2962,,
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,8,11,NULL,0.3864,1847,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,40793,0.725,NULL,,
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,8,11,NULL,0.322,113,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,37442,0.6852,NULL,,
Feather River Community College District,Quincy,CA,8,41,NULL,NULL,1173,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,10061,NULL,0.295,NULL,,
Federico Beauty Institute,Sacramento,CA,8,21,NULL,NULL,303,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,17219,NULL,0.8,,
Fielding Graduate University,Santa Barbara,CA,8,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Five Branches University,Santa Cruz,CA,8,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Redondo Beach Beauty College,Torrance,CA,8,21,NULL,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0.9231,,
Foothill College,Los Altos Hills,CA,8,21,NULL,NULL,12519,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,6200,NULL,0.5899,NULL,,
Franciscan School of Theology,San Diego,CA,8,11,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Fredrick and Charles Beauty College,Eureka,CA,8,33,NULL,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,15911,NULL,0.8571,,
Fresno City College,Fresno,CA,8,11,NULL,NULL,18448,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,5,2584,NULL,NULL,0.2338,,
Fresno Pacific University,Fresno,CA,8,11,43,0.6694,2711,16,22,470,560,460,550,0,0,0,0,0,0,1,0,12,NULL,19029,0.6736,NULL,,
Fuller Theological Seminary,Pasadena,CA,8,12,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Fullerton College,Fullerton,CA,8,21,NULL,NULL,19548,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,5,7721,NULL,NULL,0.3283,,
Gavilan College,Gilroy,CA,8,23,NULL,NULL,3849,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,5634,NULL,NULL,0.3623,,
